id,user_id,session_id,event_type,product_id,product_variant_id,metadata,created_at
193,1001419,session_1001419_419917,ClickProduct,4252236,1122,"{""product_type"": ""furniture"", ""price"": 146.51}",2017-11-26 13:10:39
194,1001419,session_1001419_419917,AddToCart,4095210,1077,"{""product_type"": ""electronic"", ""price"": 274.32, ""quantity"": 1}",2017-11-26 13:13:01
195,1001419,session_1001419_419917,AddToCart,2160688,589,"{""product_type"": ""book"", ""price"": 17.92, ""quantity"": 1}",2017-11-26 13:13:53
196,1005616,session_1005616_419917,ClickProduct,2332631,644,"{""product_type"": ""furniture"", ""price"": 498.82}",2017-11-26 13:15:42
197,1005616,session_1005616_419917,ClickProduct,2137370,584,"{""product_type"": ""furniture"", ""price"": 115.69}",2017-11-26 13:17:35
198,1004807,session_1004807_419917,AddToCart,1188838,321,"{""product_type"": ""accessory"", ""price"": 63.58, ""quantity"": 1}",2017-11-26 13:24:23
199,1001915,session_1001915_419917,AddToCart,697305,180,"{""product_type"": ""accessory"", ""price"": 96.09, ""quantity"": 1}",2017-11-26 13:25:56
200,1002909,session_1002909_419917,ClickProduct,3846692,1025,"{""product_type"": ""cosmetic"", ""price"": 46.55}",2017-11-26 13:27:52
201,1002307,session_1002307_419917,ClickProduct,4153860,1098,"{""product_type"": ""toy"", ""price"": 52.69}",2017-11-26 13:41:49
202,1005712,session_1005712_419917,ClickProduct,2204051,607,"{""product_type"": ""food"", ""price"": 60.82}",2017-11-26 13:56:11
203,1005712,session_1005712_419917,ClickProduct,4091349,1073,"{""product_type"": ""clothes"", ""price"": 36.32}",2017-11-26 13:59:00
204,1004584,session_1004584_419918,PlaceOrder,1168346,316,"{""order_id"": 10031, ""product_type"": ""electronic"", ""price"": 717.48, ""quantity"": 1}",2017-11-26 14:05:27
205,1000228,session_1000228_419918,ClickProduct,38891,10,"{""product_type"": ""sport_equipment"", ""price"": 7.8}",2017-11-26 14:08:35
206,1002307,session_1002307_419918,ClickProduct,4863008,1271,"{""product_type"": ""furniture"", ""price"": 397.05}",2017-11-26 14:14:21
207,1002307,session_1002307_419918,ClickProduct,4863008,1271,"{""product_type"": ""furniture"", ""price"": 397.05}",2017-11-26 14:15:37
208,1001566,session_1001566_419918,PlaceOrder,2667082,729,"{""order_id"": 10032, ""product_type"": ""cosmetic"", ""price"": 49.46, ""quantity"": 1}",2017-11-26 14:18:25
209,1002909,session_1002909_419918,ClickProduct,771558,215,"{""product_type"": ""accessory"", ""price"": 92.86}",2017-11-26 14:20:40
210,1002307,session_1002307_419918,AddToCart,2028434,551,"{""product_type"": ""toy"", ""price"": 22.4, ""quantity"": 1}",2017-11-26 14:22:24
211,1000228,session_1000228_419918,ClickProduct,2127636,577,"{""product_type"": ""sport_equipment"", ""price"": 15.72}",2017-11-26 14:24:19
212,1002307,session_1002307_419918,ClickProduct,2993641,837,"{""product_type"": ""sport_equipment"", ""price"": 95.93}",2017-11-26 14:32:18
213,1001199,session_1001199_419918,PlaceOrder,2250923,615,"{""order_id"": 10033, ""product_type"": ""clothes"", ""price"": 65.42, ""quantity"": 1}",2017-11-26 14:33:27
214,1001199,session_1001199_419918,PlaceOrder,1443114,397,"{""order_id"": 10034, ""product_type"": ""clothes"", ""price"": 32.57, ""quantity"": 1}",2017-11-26 14:33:27
215,1005166,session_1005166_419918,ClickProduct,4347375,1139,"{""product_type"": ""electronic"", ""price"": 215.93}",2017-11-26 14:33:38
216,1000228,session_1000228_419918,ClickProduct,4837185,1266,"{""product_type"": ""sport_equipment"", ""price"": 38.57}",2017-11-26 14:42:41
217,1002307,session_1002307_419918,ClickProduct,532443,137,"{""product_type"": ""toy"", ""price"": 66.09}",2017-11-26 14:45:52
218,1000228,session_1000228_419918,AddToCart,2629212,712,"{""product_type"": ""sport_equipment"", ""price"": 83.72, ""quantity"": 1}",2017-11-26 14:46:20
219,1004584,session_1004584_419919,ClickProduct,1955639,527,"{""product_type"": ""furniture"", ""price"": 477.24}",2017-11-26 15:03:57
220,1004807,session_1004807_419919,ClickProduct,1188838,321,"{""product_type"": ""accessory"", ""price"": 63.58}",2017-11-26 15:56:54
221,10009,session_10009_419920,ClickProduct,3283696,904,"{""product_type"": ""cosmetic"", ""price"": 96.28}",2017-11-26 16:21:22
222,10009,session_10009_419921,ClickProduct,4790721,1250,"{""product_type"": ""book"", ""price"": 27.44}",2017-11-26 17:20:11
223,10009,session_10009_419921,ClickProduct,4790721,1250,"{""product_type"": ""book"", ""price"": 27.44}",2017-11-26 17:29:23
224,1001375,session_1001375_419922,ClickProduct,4163600,1100,"{""product_type"": ""furniture"", ""price"": 103.84}",2017-11-26 18:40:22
225,1001375,session_1001375_419923,ClickProduct,372144,85,"{""product_type"": ""shoes"", ""price"": 81.98}",2017-11-26 19:03:17
226,1001375,session_1001375_419923,PlaceOrder,130217,25,"{""order_id"": 10035, ""product_type"": ""sport_equipment"", ""price"": 14.09, ""quantity"": 1}",2017-11-26 19:05:22
227,1005712,session_1005712_419924,ClickProduct,1335684,355,"{""product_type"": ""food"", ""price"": 68.24}",2017-11-26 20:20:43
228,1003724,session_1003724_419926,AddToCart,4314127,1131,"{""product_type"": ""food"", ""price"": 95.65, ""quantity"": 1}",2017-11-26 22:12:58
229,1003724,session_1003724_419926,AddToCart,1788471,477,"{""product_type"": ""clothes"", ""price"": 52.04, ""quantity"": 1}",2017-11-26 22:23:42
230,1000222,session_1000222_419927,PlaceOrder,3461725,946,"{""order_id"": 10036, ""product_type"": ""sport_equipment"", ""price"": 35.28, ""quantity"": 1}",2017-11-26 23:37:25
231,1000084,session_1000084_419928,ClickProduct,1659199,442,"{""product_type"": ""food"", ""price"": 45.29}",2017-11-27 00:03:44
232,1000084,session_1000084_419928,ClickProduct,987677,278,"{""product_type"": ""food"", ""price"": 86.27}",2017-11-27 00:46:33
233,1000349,session_1000349_419929,ClickProduct,4350284,1144,"{""product_type"": ""electronic"", ""price"": 811.7}",2017-11-27 01:10:38
234,1003351,session_1003351_419929,ClickProduct,482929,122,"{""product_type"": ""furniture"", ""price"": 115.89}",2017-11-27 01:32:32
235,1003351,session_1003351_419929,ClickProduct,725164,192,"{""product_type"": ""accessory"", ""price"": 67.22}",2017-11-27 01:58:11
236,1002909,session_1002909_419930,ClickProduct,3018301,850,"{""product_type"": ""sport_equipment"", ""price"": 39.38}",2017-11-27 02:03:10
237,1004096,session_1004096_419930,PlaceOrder,305698,70,"{""order_id"": 10037, ""product_type"": ""clothes"", ""price"": 50.93, ""quantity"": 1}",2017-11-27 02:33:24
238,1000792,session_1000792_419930,ClickProduct,4891581,1281,"{""product_type"": ""clothes"", ""price"": 66.94}",2017-11-27 02:42:54
239,1001566,session_1001566_419930,ClickProduct,646921,163,"{""product_type"": ""electronic"", ""price"": 480.8}",2017-11-27 02:51:46
240,1001145,session_1001145_419931,ClickProduct,764670,210,"{""product_type"": ""furniture"", ""price"": 183.16}",2017-11-27 03:04:58
241,1000792,session_1000792_419931,AddToCart,487347,123,"{""product_type"": ""sport_equipment"", ""price"": 81.71, ""quantity"": 1}",2017-11-27 03:09:21
242,1001145,session_1001145_419931,AddToCart,1106837,299,"{""product_type"": ""furniture"", ""price"": 227.13, ""quantity"": 1}",2017-11-27 03:11:50
243,1003724,session_1003724_419931,AddToCart,1358583,371,"{""product_type"": ""clothes"", ""price"": 72.13, ""quantity"": 1}",2017-11-27 03:15:16
244,1001375,session_1001375_419931,AddToCart,1632783,439,"{""product_type"": ""furniture"", ""price"": 303.8, ""quantity"": 1}",2017-11-27 03:25:10
245,1000084,session_1000084_419931,PlaceOrder,3350364,921,"{""order_id"": 10038, ""product_type"": ""furniture"", ""price"": 135.23, ""quantity"": 1}",2017-11-27 03:29:51
246,1001915,session_1001915_419931,ClickProduct,2932138,817,"{""product_type"": ""shoes"", ""price"": 123.11}",2017-11-27 03:45:30
247,1001915,session_1001915_419931,ClickProduct,2331370,642,"{""product_type"": ""clothes"", ""price"": 52.58}",2017-11-27 03:49:53
248,1001915,session_1001915_419931,ClickProduct,2061909,563,"{""product_type"": ""clothes"", ""price"": 17.91}",2017-11-27 03:52:07
249,1001915,session_1001915_419931,ClickProduct,4667522,1219,"{""product_type"": ""sport_equipment"", ""price"": 26.11}",2017-11-27 03:57:35
250,1003249,session_1003249_419932,AddToCart,1140218,308,"{""product_type"": ""toy"", ""price"": 78.92, ""quantity"": 1}",2017-11-27 04:18:31
251,1000228,session_1000228_419932,ClickProduct,1986867,543,"{""product_type"": ""sport_equipment"", ""price"": 71.07}",2017-11-27 04:58:00
252,1000228,session_1000228_419933,ClickProduct,3730396,996,"{""product_type"": ""sport_equipment"", ""price"": 92.33}",2017-11-27 05:01:41
253,1002909,session_1002909_419933,ClickProduct,2629948,713,"{""product_type"": ""accessory"", ""price"": 98.9}",2017-11-27 05:11:08
254,1002909,session_1002909_419933,ClickProduct,460466,112,"{""product_type"": ""electronic"", ""price"": 925.73}",2017-11-27 05:24:24
255,1002909,session_1002909_419933,AddToCart,3844686,1023,"{""product_type"": ""accessory"", ""price"": 44.86, ""quantity"": 1}",2017-11-27 05:25:19
256,1002526,session_1002526_419934,PlaceOrder,4551045,1191,"{""order_id"": 10039, ""product_type"": ""toy"", ""price"": 52.27, ""quantity"": 1}",2017-11-27 06:12:04
257,1002526,session_1002526_419934,AddToCart,682079,174,"{""product_type"": ""cosmetic"", ""price"": 44.66, ""quantity"": 1}",2017-11-27 06:20:38
258,1001466,session_1001466_419934,ClickProduct,929641,256,"{""product_type"": ""food"", ""price"": 20.19}",2017-11-27 06:27:17
259,1001466,session_1001466_419934,ClickProduct,1973512,540,"{""product_type"": ""toy"", ""price"": 37.31}",2017-11-27 06:28:21
260,1000084,session_1000084_419934,ClickProduct,1659199,442,"{""product_type"": ""food"", ""price"": 45.29}",2017-11-27 06:30:46
261,1001326,session_1001326_419934,ClickProduct,1804513,486,"{""product_type"": ""clothes"", ""price"": 30.54}",2017-11-27 06:34:13
262,1001326,session_1001326_419934,ClickProduct,4605369,1204,"{""product_type"": ""clothes"", ""price"": 20.37}",2017-11-27 06:37:52
263,1000084,session_1000084_419934,ClickProduct,987677,278,"{""product_type"": ""food"", ""price"": 86.27}",2017-11-27 06:41:12
264,1005074,session_1005074_419934,AddToCart,4124021,1089,"{""product_type"": ""clothes"", ""price"": 58.59, ""quantity"": 1}",2017-11-27 06:50:44
265,1001326,session_1001326_419934,ClickProduct,1870386,507,"{""product_type"": ""furniture"", ""price"": 338.07}",2017-11-27 06:53:21
266,1002909,session_1002909_419934,ClickProduct,936197,261,"{""product_type"": ""sport_equipment"", ""price"": 89.97}",2017-11-27 06:55:38
267,1000636,session_1000636_419934,AddToCart,1489724,408,"{""product_type"": ""shoes"", ""price"": 85.64, ""quantity"": 1}",2017-11-27 06:59:45
268,1005074,session_1005074_419935,ClickProduct,1188579,320,"{""product_type"": ""furniture"", ""price"": 477.58}",2017-11-27 07:14:26
269,1001199,session_1001199_419935,PlaceOrder,1589561,431,"{""order_id"": 10040, ""product_type"": ""electronic"", ""price"": 402.18, ""quantity"": 1}",2017-11-27 07:25:40
270,1004337,session_1004337_419935,PlaceOrder,2187255,598,"{""order_id"": 10041, ""product_type"": ""book"", ""price"": 27.77, ""quantity"": 1}",2017-11-27 07:27:06
271,1005649,session_1005649_419935,PlaceOrder,1526737,415,"{""order_id"": 10042, ""product_type"": ""book"", ""price"": 37.38, ""quantity"": 1}",2017-11-27 07:39:42
272,1005074,session_1005074_419935,PlaceOrder,1188579,320,"{""order_id"": 10043, ""product_type"": ""furniture"", ""price"": 477.58, ""quantity"": 1}",2017-11-27 07:47:51
273,1005649,session_1005649_419935,PlaceOrder,510660,131,"{""order_id"": 10044, ""product_type"": ""electronic"", ""price"": 966.96, ""quantity"": 1}",2017-11-27 07:51:58
274,1005166,session_1005166_419936,ClickProduct,3649902,980,"{""product_type"": ""food"", ""price"": 87.12}",2017-11-27 08:19:19
275,1002185,session_1002185_419937,ClickProduct,64810,14,"{""product_type"": ""sport_equipment"", ""price"": 72.31}",2017-11-27 09:22:34
276,1005166,session_1005166_419939,ClickProduct,3528778,960,"{""product_type"": ""sport_equipment"", ""price"": 72.76}",2017-11-27 11:10:35
277,1002042,session_1002042_419939,PlaceOrder,1972511,537,"{""order_id"": 10045, ""product_type"": ""sport_equipment"", ""price"": 67.41, ""quantity"": 1}",2017-11-27 11:15:50
278,1000636,session_1000636_419939,ClickProduct,3616789,974,"{""product_type"": ""shoes"", ""price"": 129.29}",2017-11-27 11:30:24
279,1000636,session_1000636_419939,ClickProduct,287835,60,"{""product_type"": ""shoes"", ""price"": 140.44}",2017-11-27 11:30:57
280,1002042,session_1002042_419939,PlaceOrder,5105481,1327,"{""order_id"": 10046, ""product_type"": ""sport_equipment"", ""price"": 20.04, ""quantity"": 1}",2017-11-27 11:48:10
281,1002042,session_1002042_419940,PlaceOrder,4737773,1243,"{""order_id"": 10047, ""product_type"": ""clothes"", ""price"": 68.55, ""quantity"": 1}",2017-11-27 12:14:33
282,1004337,session_1004337_419940,ClickProduct,4390368,1154,"{""product_type"": ""toy"", ""price"": 21.94}",2017-11-27 12:33:14
283,1002618,session_1002618_419940,PlaceOrder,3331681,914,"{""order_id"": 10048, ""product_type"": ""book"", ""price"": 32.66, ""quantity"": 1}",2017-11-27 12:41:10
284,1002618,session_1002618_419940,AddToCart,2780673,773,"{""product_type"": ""clothes"", ""price"": 33.78, ""quantity"": 1}",2017-11-27 12:42:57
285,1001566,session_1001566_419941,ClickProduct,4694270,1227,"{""product_type"": ""clothes"", ""price"": 63.57}",2017-11-27 13:26:09
286,1005498,session_1005498_419941,AddToCart,127953,24,"{""product_type"": ""toy"", ""price"": 14.61, ""quantity"": 1}",2017-11-27 13:28:09
287,1001566,session_1001566_419941,AddToCart,2708978,751,"{""product_type"": ""toy"", ""price"": 85.07, ""quantity"": 1}",2017-11-27 13:33:59
288,1001566,session_1001566_419941,ClickProduct,818466,228,"{""product_type"": ""toy"", ""price"": 87.65}",2017-11-27 13:35:29
289,1005498,session_1005498_419941,ClickProduct,4787032,1247,"{""product_type"": ""toy"", ""price"": 27.74}",2017-11-27 13:44:36
290,1001145,session_1001145_419941,AddToCart,3104839,873,"{""product_type"": ""toy"", ""price"": 18.14, ""quantity"": 1}",2017-11-27 13:53:55
291,1001145,session_1001145_419941,ClickProduct,2981221,834,"{""product_type"": ""toy"", ""price"": 54.9}",2017-11-27 13:59:34
292,1000636,session_1000636_419942,AddToCart,1273440,338,"{""product_type"": ""shoes"", ""price"": 84.67, ""quantity"": 1}",2017-11-27 14:02:15
293,1002909,session_1002909_419942,ClickProduct,206508,50,"{""product_type"": ""toy"", ""price"": 21.09}",2017-11-27 14:03:12
294,1002909,session_1002909_419942,ClickProduct,206508,50,"{""product_type"": ""toy"", ""price"": 21.09}",2017-11-27 14:06:35
295,1000335,session_1000335_419942,ClickProduct,4297249,1129,"{""product_type"": ""furniture"", ""price"": 241.97}",2017-11-27 14:08:13
296,1000335,session_1000335_419942,AddToCart,773321,218,"{""product_type"": ""furniture"", ""price"": 180.01, ""quantity"": 1}",2017-11-27 14:11:59
297,1000335,session_1000335_419942,ClickProduct,253040,56,"{""product_type"": ""furniture"", ""price"": 175.97}",2017-11-27 14:23:33
298,1000335,session_1000335_419942,PlaceOrder,253040,56,"{""order_id"": 10049, ""product_type"": ""furniture"", ""price"": 175.97, ""quantity"": 1}",2017-11-27 14:24:05
299,1001145,session_1001145_419942,ClickProduct,2825567,791,"{""product_type"": ""toy"", ""price"": 56.38}",2017-11-27 14:27:19
300,1000228,session_1000228_419942,ClickProduct,1422728,393,"{""product_type"": ""shoes"", ""price"": 124.24}",2017-11-27 14:52:48
301,1002307,session_1002307_419943,ClickProduct,177796,39,"{""product_type"": ""sport_equipment"", ""price"": 97.61}",2017-11-27 15:06:33
302,1000084,session_1000084_419943,AddToCart,2958216,823,"{""product_type"": ""shoes"", ""price"": 111.1, ""quantity"": 1}",2017-11-27 15:24:51
303,1000084,session_1000084_419943,AddToCart,1225298,327,"{""product_type"": ""shoes"", ""price"": 75.88, ""quantity"": 1}",2017-11-27 15:25:25
304,10009,session_10009_419943,PlaceOrder,2794153,782,"{""order_id"": 10050, ""product_type"": ""food"", ""price"": 62.29, ""quantity"": 1}",2017-11-27 15:42:37
305,1002927,session_1002927_419943,AddToCart,1762506,464,"{""product_type"": ""book"", ""price"": 13.57, ""quantity"": 1}",2017-11-27 15:57:21
306,10009,session_10009_419944,ClickProduct,718985,189,"{""product_type"": ""toy"", ""price"": 31.81}",2017-11-27 16:07:47
307,1003901,session_1003901_419944,ClickProduct,530474,134,"{""product_type"": ""furniture"", ""price"": 164.28}",2017-11-27 16:09:49
308,1003901,session_1003901_419944,AddToCart,649676,165,"{""product_type"": ""electronic"", ""price"": 876.59, ""quantity"": 1}",2017-11-27 16:28:59
309,1000636,session_1000636_419944,ClickProduct,2256962,621,"{""product_type"": ""cosmetic"", ""price"": 90.39}",2017-11-27 16:37:07
310,1000636,session_1000636_419944,ClickProduct,4309979,1130,"{""product_type"": ""toy"", ""price"": 73.03}",2017-11-27 16:40:30
311,1005649,session_1005649_419949,PlaceOrder,3741680,1001,"{""order_id"": 10051, ""product_type"": ""cosmetic"", ""price"": 91.62, ""quantity"": 1}",2017-11-27 21:12:46
312,1003901,session_1003901_419949,AddToCart,2687493,738,"{""product_type"": ""electronic"", ""price"": 398.46, ""quantity"": 1}",2017-11-27 21:40:33
313,1003901,session_1003901_419950,ClickProduct,451286,108,"{""product_type"": ""electronic"", ""price"": 647.46}",2017-11-27 22:14:52
314,1003901,session_1003901_419950,AddToCart,2658989,726,"{""product_type"": ""electronic"", ""price"": 309.97, ""quantity"": 1}",2017-11-27 22:18:48
315,1003901,session_1003901_419950,ClickProduct,1483161,407,"{""product_type"": ""cosmetic"", ""price"": 71.4}",2017-11-27 22:37:40
316,1000349,session_1000349_419950,ClickProduct,1963858,532,"{""product_type"": ""toy"", ""price"": 79.54}",2017-11-27 22:47:00
317,1002185,session_1002185_419951,AddToCart,4570068,1196,"{""product_type"": ""sport_equipment"", ""price"": 87.06, ""quantity"": 1}",2017-11-27 23:47:42
318,1001629,session_1001629_419953,PlaceOrder,3216276,893,"{""order_id"": 10052, ""product_type"": ""furniture"", ""price"": 121.63, ""quantity"": 1}",2017-11-28 01:05:04
319,1001629,session_1001629_419953,ClickProduct,81069,15,"{""product_type"": ""furniture"", ""price"": 308.33}",2017-11-28 01:10:05
320,1005294,session_1005294_419953,PlaceOrder,84698,16,"{""order_id"": 10053, ""product_type"": ""food"", ""price"": 47.23, ""quantity"": 1}",2017-11-28 01:15:12
321,1005074,session_1005074_419954,ClickProduct,2870935,803,"{""product_type"": ""sport_equipment"", ""price"": 32.75}",2017-11-28 02:04:57
322,1004337,session_1004337_419954,PlaceOrder,325313,76,"{""order_id"": 10054, ""product_type"": ""clothes"", ""price"": 38.17, ""quantity"": 1}",2017-11-28 02:24:27
323,1005074,session_1005074_419954,AddToCart,1200627,323,"{""product_type"": ""clothes"", ""price"": 69.27, ""quantity"": 1}",2017-11-28 02:39:03
324,1002618,session_1002618_419955,AddToCart,2793892,780,"{""product_type"": ""clothes"", ""price"": 25.88, ""quantity"": 1}",2017-11-28 03:42:06
325,1001915,session_1001915_419955,ClickProduct,3303693,910,"{""product_type"": ""furniture"", ""price"": 166.8}",2017-11-28 03:44:22
326,1003716,session_1003716_419955,ClickProduct,4122831,1088,"{""product_type"": ""sport_equipment"", ""price"": 76.43}",2017-11-28 03:44:56
327,1001915,session_1001915_419955,ClickProduct,3890502,1031,"{""product_type"": ""food"", ""price"": 68.78}",2017-11-28 03:45:20
328,1000349,session_1000349_419955,AddToCart,3193857,889,"{""product_type"": ""book"", ""price"": 9.98, ""quantity"": 1}",2017-11-28 03:47:59
329,1000349,session_1000349_419955,ClickProduct,1357688,369,"{""product_type"": ""book"", ""price"": 28.68}",2017-11-28 03:48:12
330,1005832,session_1005832_419955,PlaceOrder,4174405,1105,"{""order_id"": 10055, ""product_type"": ""furniture"", ""price"": 312.26, ""quantity"": 1}",2017-11-28 03:58:55
331,1005832,session_1005832_419956,AddToCart,2105259,575,"{""product_type"": ""furniture"", ""price"": 157.25, ""quantity"": 1}",2017-11-28 04:02:04
332,1004584,session_1004584_419956,ClickProduct,920480,253,"{""product_type"": ""book"", ""price"": 9.11}",2017-11-28 04:06:05
333,1005832,session_1005832_419956,PlaceOrder,5086624,1324,"{""order_id"": 10056, ""product_type"": ""furniture"", ""price"": 250.2, ""quantity"": 1}",2017-11-28 04:06:10
334,1005649,session_1005649_419956,ClickProduct,4692148,1225,"{""product_type"": ""cosmetic"", ""price"": 91.24}",2017-11-28 04:26:38
335,1005649,session_1005649_419956,ClickProduct,5152824,1343,"{""product_type"": ""book"", ""price"": 26.22}",2017-11-28 04:31:16
336,1005649,session_1005649_419956,ClickProduct,4811639,1258,"{""product_type"": ""book"", ""price"": 25.32}",2017-11-28 04:32:29
337,1005649,session_1005649_419956,ClickProduct,4875298,1273,"{""product_type"": ""book"", ""price"": 19.16}",2017-11-28 04:35:47
338,1005649,session_1005649_419956,PlaceOrder,4875298,1273,"{""order_id"": 10057, ""product_type"": ""book"", ""price"": 19.16, ""quantity"": 1}",2017-11-28 04:38:00
339,1005649,session_1005649_419956,PlaceOrder,1501733,410,"{""order_id"": 10058, ""product_type"": ""book"", ""price"": 25.28, ""quantity"": 1}",2017-11-28 04:38:00
340,1005649,session_1005649_419956,PlaceOrder,4692148,1225,"{""order_id"": 10059, ""product_type"": ""cosmetic"", ""price"": 91.24, ""quantity"": 1}",2017-11-28 04:38:00
341,1001566,session_1001566_419957,PlaceOrder,1299608,349,"{""order_id"": 10060, ""product_type"": ""electronic"", ""price"": 252.55, ""quantity"": 1}",2017-11-28 05:30:18
342,1001566,session_1001566_419957,ClickProduct,1299608,349,"{""product_type"": ""electronic"", ""price"": 252.55}",2017-11-28 05:38:02
343,1000228,session_1000228_419957,PlaceOrder,1880571,509,"{""order_id"": 10061, ""product_type"": ""sport_equipment"", ""price"": 45.94, ""quantity"": 1}",2017-11-28 05:48:12
344,1000349,session_1000349_419958,ClickProduct,2882640,808,"{""product_type"": ""cosmetic"", ""price"": 90.6}",2017-11-28 06:27:54
345,1004584,session_1004584_419958,PlaceOrder,4695224,1231,"{""order_id"": 10062, ""product_type"": ""sport_equipment"", ""price"": 90.15, ""quantity"": 1}",2017-11-28 06:48:29
346,1005498,session_1005498_419958,AddToCart,1735206,461,"{""product_type"": ""clothes"", ""price"": 75.78, ""quantity"": 1}",2017-11-28 06:49:24
347,1003351,session_1003351_419959,ClickProduct,662524,171,"{""product_type"": ""electronic"", ""price"": 323.54}",2017-11-28 07:07:46
348,1003351,session_1003351_419959,ClickProduct,400851,91,"{""product_type"": ""electronic"", ""price"": 712.86}",2017-11-28 07:21:23
349,10009,session_10009_419959,ClickProduct,4486458,1175,"{""product_type"": ""electronic"", ""price"": 469.36}",2017-11-28 07:34:59
350,1005616,session_1005616_419959,ClickProduct,1365115,373,"{""product_type"": ""sport_equipment"", ""price"": 78.17}",2017-11-28 07:36:42
351,10009,session_10009_419959,ClickProduct,5119588,1332,"{""product_type"": ""shoes"", ""price"": 43.83}",2017-11-28 07:46:24
352,1001326,session_1001326_419959,ClickProduct,1941452,520,"{""product_type"": ""clothes"", ""price"": 26.64}",2017-11-28 07:48:53
353,10009,session_10009_419959,ClickProduct,3236416,898,"{""product_type"": ""clothes"", ""price"": 32.66}",2017-11-28 07:55:50
354,1004584,session_1004584_419959,AddToCart,2526892,690,"{""product_type"": ""toy"", ""price"": 13.76, ""quantity"": 1}",2017-11-28 07:56:13
355,1003716,session_1003716_419959,PlaceOrder,4416136,1163,"{""order_id"": 10063, ""product_type"": ""sport_equipment"", ""price"": 83.5, ""quantity"": 1}",2017-11-28 07:56:19
356,1005616,session_1005616_419959,ClickProduct,454408,110,"{""product_type"": ""sport_equipment"", ""price"": 40.15}",2017-11-28 07:57:04
357,1005074,session_1005074_419960,ClickProduct,1200627,323,"{""product_type"": ""clothes"", ""price"": 69.27}",2017-11-28 08:01:41
358,1005074,session_1005074_419960,ClickProduct,965798,270,"{""product_type"": ""book"", ""price"": 12.08}",2017-11-28 08:03:11
359,1005616,session_1005616_419960,ClickProduct,2381943,654,"{""product_type"": ""sport_equipment"", ""price"": 45.97}",2017-11-28 08:07:53
360,1001566,session_1001566_419960,ClickProduct,3391967,932,"{""product_type"": ""clothes"", ""price"": 47.25}",2017-11-28 08:21:39
361,1001566,session_1001566_419960,PlaceOrder,2304016,636,"{""order_id"": 10064, ""product_type"": ""electronic"", ""price"": 899.59, ""quantity"": 1}",2017-11-28 08:40:01
362,1001566,session_1001566_419960,ClickProduct,3355080,922,"{""product_type"": ""toy"", ""price"": 79.26}",2017-11-28 08:42:10
363,1001915,session_1001915_419960,ClickProduct,2497205,683,"{""product_type"": ""sport_equipment"", ""price"": 50.56}",2017-11-28 08:57:39
364,1001566,session_1001566_419961,ClickProduct,1697078,446,"{""product_type"": ""food"", ""price"": 47.74}",2017-11-28 09:03:27
365,1005074,session_1005074_419962,ClickProduct,965798,270,"{""product_type"": ""book"", ""price"": 12.08}",2017-11-28 10:27:06
366,1004337,session_1004337_419962,ClickProduct,3945615,1047,"{""product_type"": ""cosmetic"", ""price"": 55.06}",2017-11-28 10:43:57
367,1004584,session_1004584_419963,ClickProduct,845822,232,"{""product_type"": ""clothes"", ""price"": 34.36}",2017-11-28 11:06:14
368,1003901,session_1003901_419963,PlaceOrder,1347509,363,"{""order_id"": 10065, ""product_type"": ""shoes"", ""price"": 90.1, ""quantity"": 1}",2017-11-28 11:14:03
369,1004337,session_1004337_419963,ClickProduct,3032611,855,"{""product_type"": ""food"", ""price"": 68.25}",2017-11-28 11:21:07
370,1003724,session_1003724_419963,ClickProduct,1112818,300,"{""product_type"": ""accessory"", ""price"": 42.57}",2017-11-28 11:21:10
371,1005832,session_1005832_419964,ClickProduct,1815456,491,"{""product_type"": ""book"", ""price"": 32.89}",2017-11-28 12:00:21
372,1000636,session_1000636_419964,PlaceOrder,44202,11,"{""order_id"": 10066, ""product_type"": ""furniture"", ""price"": 177.48, ""quantity"": 1}",2017-11-28 12:28:02
373,1003724,session_1003724_419964,AddToCart,4258357,1124,"{""product_type"": ""cosmetic"", ""price"": 43.42, ""quantity"": 1}",2017-11-28 12:35:21
374,1003724,session_1003724_419964,AddToCart,4399937,1156,"{""product_type"": ""cosmetic"", ""price"": 23.05, ""quantity"": 1}",2017-11-28 12:36:17
375,1003724,session_1003724_419964,ClickProduct,641976,160,"{""product_type"": ""clothes"", ""price"": 27.19}",2017-11-28 12:44:36
376,1000084,session_1000084_419964,ClickProduct,2721889,755,"{""product_type"": ""book"", ""price"": 30.56}",2017-11-28 12:54:53
377,1000084,session_1000084_419965,ClickProduct,3930186,1039,"{""product_type"": ""book"", ""price"": 31.92}",2017-11-28 13:17:12
378,1000228,session_1000228_419965,ClickProduct,329628,78,"{""product_type"": ""sport_equipment"", ""price"": 52.9}",2017-11-28 13:26:12
379,1001629,session_1001629_419965,PlaceOrder,3942025,1045,"{""order_id"": 10067, ""product_type"": ""shoes"", ""price"": 59.33, ""quantity"": 1}",2017-11-28 13:31:59
380,1004807,session_1004807_419965,AddToCart,981566,276,"{""product_type"": ""accessory"", ""price"": 19.53, ""quantity"": 1}",2017-11-28 13:39:45
381,1000228,session_1000228_419965,ClickProduct,329628,78,"{""product_type"": ""sport_equipment"", ""price"": 52.9}",2017-11-28 13:43:29
382,1005498,session_1005498_419966,ClickProduct,1147995,309,"{""product_type"": ""food"", ""price"": 61.98}",2017-11-28 14:03:01
