id,name,slug,description,icon
2558244,Cosmetics (ID 2558244),cosmetics-2558244,"Auto-generated category Cosmetics (ID 2558244): Beauty, skin care, and makeup products.",spa
2559494,Cosmetics (ID 2559494),cosmetics-2559494,"Auto-generated category Cosmetics (ID 2559494): Beauty, skin care, and makeup products.",spa
2572604,Cosmetics (ID 2572604),cosmetics-2572604,"Auto-generated category Cosmetics (ID 2572604): Beauty, skin care, and makeup products.",spa
2578647,Sports Equipment (ID 2578647),sports-equipment-2578647,"Auto-generated category Sports Equipment (ID 2578647): Fitness gears, activewear, and gym equipments.",dumbbell
2579035,Food & Groceries (ID 2579035),food-groceries-2579035,"Auto-generated category Food & Groceries (ID 2579035): Groceries, organic food, and snacks.",utensils
2606924,Cosmetics (ID 2606924),cosmetics-2606924,"Auto-generated category Cosmetics (ID 2606924): Beauty, skin care, and makeup products.",spa
2612027,Sports Equipment (ID 2612027),sports-equipment-2612027,"Auto-generated category Sports Equipment (ID 2612027): Fitness gears, activewear, and gym equipments.",dumbbell
2626421,Clothing (ID 2626421),clothing-2626421,"Auto-generated category Clothing (ID 2626421): Apparel, garments, and fashion accessories.",shirt
2640118,Shoes (ID 2640118),shoes-2640118,"Auto-generated category Shoes (ID 2640118): Footwear for men, women and kids.",shoe-prints
2650391,Clothing (ID 2650391),clothing-2650391,"Auto-generated category Clothing (ID 2650391): Apparel, garments, and fashion accessories.",shirt
2652700,Electronics (ID 2652700),electronics-2652700,"Auto-generated category Electronics (ID 2652700): Consumer electronics, gadgets, and devices.",laptop
2666911,Clothing (ID 2666911),clothing-2666911,"Auto-generated category Clothing (ID 2666911): Apparel, garments, and fashion accessories.",shirt
2672762,Books (ID 2672762),books-2672762,"Auto-generated category Books (ID 2672762): Printed books, novels, and textbooks.",book
2673821,Clothing (ID 2673821),clothing-2673821,"Auto-generated category Clothing (ID 2673821): Apparel, garments, and fashion accessories.",shirt
2684959,Jewelry & Accessories (ID 2684959),jewelry-accessories-2684959,"Auto-generated category Jewelry & Accessories (ID 2684959): Jewelry, gems, watches, and tags.",gem
2732466,Toys & Games (ID 2732466),toys-games-2732466,"Auto-generated category Toys & Games (ID 2732466): Toys, puzzles, and kids board games.",puzzle-piece
2733371,Clothing (ID 2733371),clothing-2733371,"Auto-generated category Clothing (ID 2733371): Apparel, garments, and fashion accessories.",shirt
2735466,Toys & Games (ID 2735466),toys-games-2735466,"Auto-generated category Toys & Games (ID 2735466): Toys, puzzles, and kids board games.",puzzle-piece
2736436,Toys & Games (ID 2736436),toys-games-2736436,"Auto-generated category Toys & Games (ID 2736436): Toys, puzzles, and kids board games.",puzzle-piece
2737340,Electronics (ID 2737340),electronics-2737340,"Auto-generated category Electronics (ID 2737340): Consumer electronics, gadgets, and devices.",laptop
2774299,Jewelry & Accessories (ID 2774299),jewelry-accessories-2774299,"Auto-generated category Jewelry & Accessories (ID 2774299): Jewelry, gems, watches, and tags.",gem
2786875,Food & Groceries (ID 2786875),food-groceries-2786875,"Auto-generated category Food & Groceries (ID 2786875): Groceries, organic food, and snacks.",utensils
2806049,Jewelry & Accessories (ID 2806049),jewelry-accessories-2806049,"Auto-generated category Jewelry & Accessories (ID 2806049): Jewelry, gems, watches, and tags.",gem
2862512,Books (ID 2862512),books-2862512,"Auto-generated category Books (ID 2862512): Printed books, novels, and textbooks.",book
2872443,Furniture (ID 2872443),furniture-2872443,Auto-generated category Furniture (ID 2872443): Home and office furniture items.,chair
2885642,Books (ID 2885642),books-2885642,"Auto-generated category Books (ID 2885642): Printed books, novels, and textbooks.",book
2892802,Books (ID 2892802),books-2892802,"Auto-generated category Books (ID 2892802): Printed books, novels, and textbooks.",book
2895013,Furniture (ID 2895013),furniture-2895013,Auto-generated category Furniture (ID 2895013): Home and office furniture items.,chair
2896142,Books (ID 2896142),books-2896142,"Auto-generated category Books (ID 2896142): Printed books, novels, and textbooks.",book
2926020,Electronics (ID 2926020),electronics-2926020,"Auto-generated category Electronics (ID 2926020): Consumer electronics, gadgets, and devices.",laptop
2939262,Books (ID 2939262),books-2939262,"Auto-generated category Books (ID 2939262): Printed books, novels, and textbooks.",book
2945933,Furniture (ID 2945933),furniture-2945933,Auto-generated category Furniture (ID 2945933): Home and office furniture items.,chair
2948269,Jewelry & Accessories (ID 2948269),jewelry-accessories-2948269,"Auto-generated category Jewelry & Accessories (ID 2948269): Jewelry, gems, watches, and tags.",gem
2982027,Sports Equipment (ID 2982027),sports-equipment-2982027,"Auto-generated category Sports Equipment (ID 2982027): Fitness gears, activewear, and gym equipments.",dumbbell
2983928,Shoes (ID 2983928),shoes-2983928,"Auto-generated category Shoes (ID 2983928): Footwear for men, women and kids.",shoe-prints
2994558,Shoes (ID 2994558),shoes-2994558,"Auto-generated category Shoes (ID 2994558): Footwear for men, women and kids.",shoe-prints
3002561,Clothing (ID 3002561),clothing-3002561,"Auto-generated category Clothing (ID 3002561): Apparel, garments, and fashion accessories.",shirt
3015852,Books (ID 3015852),books-3015852,"Auto-generated category Books (ID 3015852): Printed books, novels, and textbooks.",book
3059103,Furniture (ID 3059103),furniture-3059103,Auto-generated category Furniture (ID 3059103): Home and office furniture items.,chair
3065645,Food & Groceries (ID 3065645),food-groceries-3065645,"Auto-generated category Food & Groceries (ID 3065645): Groceries, organic food, and snacks.",utensils
3081594,Cosmetics (ID 3081594),cosmetics-3081594,"Auto-generated category Cosmetics (ID 3081594): Beauty, skin care, and makeup products.",spa
3100408,Shoes (ID 3100408),shoes-3100408,"Auto-generated category Shoes (ID 3100408): Footwear for men, women and kids.",shoe-prints
3102419,Jewelry & Accessories (ID 3102419),jewelry-accessories-3102419,"Auto-generated category Jewelry & Accessories (ID 3102419): Jewelry, gems, watches, and tags.",gem
3108044,Cosmetics (ID 3108044),cosmetics-3108044,"Auto-generated category Cosmetics (ID 3108044): Beauty, skin care, and makeup products.",spa
3112817,Sports Equipment (ID 3112817),sports-equipment-3112817,"Auto-generated category Sports Equipment (ID 3112817): Fitness gears, activewear, and gym equipments.",dumbbell
3123187,Sports Equipment (ID 3123187),sports-equipment-3123187,"Auto-generated category Sports Equipment (ID 3123187): Fitness gears, activewear, and gym equipments.",dumbbell
3123784,Cosmetics (ID 3123784),cosmetics-3123784,"Auto-generated category Cosmetics (ID 3123784): Beauty, skin care, and makeup products.",spa
3138705,Food & Groceries (ID 3138705),food-groceries-3138705,"Auto-generated category Food & Groceries (ID 3138705): Groceries, organic food, and snacks.",utensils
3158249,Jewelry & Accessories (ID 3158249),jewelry-accessories-3158249,"Auto-generated category Jewelry & Accessories (ID 3158249): Jewelry, gems, watches, and tags.",gem
3160684,Cosmetics (ID 3160684),cosmetics-3160684,"Auto-generated category Cosmetics (ID 3160684): Beauty, skin care, and makeup products.",spa
3171095,Food & Groceries (ID 3171095),food-groceries-3171095,"Auto-generated category Food & Groceries (ID 3171095): Groceries, organic food, and snacks.",utensils
3175480,Electronics (ID 3175480),electronics-3175480,"Auto-generated category Electronics (ID 3175480): Consumer electronics, gadgets, and devices.",laptop
3189162,Books (ID 3189162),books-3189162,"Auto-generated category Books (ID 3189162): Printed books, novels, and textbooks.",book
3194735,Food & Groceries (ID 3194735),food-groceries-3194735,"Auto-generated category Food & Groceries (ID 3194735): Groceries, organic food, and snacks.",utensils
3214361,Clothing (ID 3214361),clothing-3214361,"Auto-generated category Clothing (ID 3214361): Apparel, garments, and fashion accessories.",shirt
3222818,Shoes (ID 3222818),shoes-3222818,"Auto-generated category Shoes (ID 3222818): Footwear for men, women and kids.",shoe-prints
3231625,Food & Groceries (ID 3231625),food-groceries-3231625,"Auto-generated category Food & Groceries (ID 3231625): Groceries, organic food, and snacks.",utensils
3248072,Books (ID 3248072),books-3248072,"Auto-generated category Books (ID 3248072): Printed books, novels, and textbooks.",book
3250334,Cosmetics (ID 3250334),cosmetics-3250334,"Auto-generated category Cosmetics (ID 3250334): Beauty, skin care, and makeup products.",spa
3299155,Food & Groceries (ID 3299155),food-groceries-3299155,"Auto-generated category Food & Groceries (ID 3299155): Groceries, organic food, and snacks.",utensils
3312150,Electronics (ID 3312150),electronics-3312150,"Auto-generated category Electronics (ID 3312150): Consumer electronics, gadgets, and devices.",laptop
3323023,Furniture (ID 3323023),furniture-3323023,Auto-generated category Furniture (ID 3323023): Home and office furniture items.,chair
3323163,Furniture (ID 3323163),furniture-3323163,Auto-generated category Furniture (ID 3323163): Home and office furniture items.,chair
3338209,Jewelry & Accessories (ID 3338209),jewelry-accessories-3338209,"Auto-generated category Jewelry & Accessories (ID 3338209): Jewelry, gems, watches, and tags.",gem
3343095,Food & Groceries (ID 3343095),food-groceries-3343095,"Auto-generated category Food & Groceries (ID 3343095): Groceries, organic food, and snacks.",utensils
3351726,Toys & Games (ID 3351726),toys-games-3351726,"Auto-generated category Toys & Games (ID 3351726): Toys, puzzles, and kids board games.",puzzle-piece
3369736,Toys & Games (ID 3369736),toys-games-3369736,"Auto-generated category Toys & Games (ID 3369736): Toys, puzzles, and kids board games.",puzzle-piece
3371868,Shoes (ID 3371868),shoes-3371868,"Auto-generated category Shoes (ID 3371868): Footwear for men, women and kids.",shoe-prints
3378887,Sports Equipment (ID 3378887),sports-equipment-3378887,"Auto-generated category Sports Equipment (ID 3378887): Fitness gears, activewear, and gym equipments.",dumbbell
3409740,Electronics (ID 3409740),electronics-3409740,"Auto-generated category Electronics (ID 3409740): Consumer electronics, gadgets, and devices.",laptop
3416804,Cosmetics (ID 3416804),cosmetics-3416804,"Auto-generated category Cosmetics (ID 3416804): Beauty, skin care, and makeup products.",spa
3425094,Cosmetics (ID 3425094),cosmetics-3425094,"Auto-generated category Cosmetics (ID 3425094): Beauty, skin care, and makeup products.",spa
3439012,Books (ID 3439012),books-3439012,"Auto-generated category Books (ID 3439012): Printed books, novels, and textbooks.",book
3451327,Sports Equipment (ID 3451327),sports-equipment-3451327,"Auto-generated category Sports Equipment (ID 3451327): Fitness gears, activewear, and gym equipments.",dumbbell
3454970,Electronics (ID 3454970),electronics-3454970,"Auto-generated category Electronics (ID 3454970): Consumer electronics, gadgets, and devices.",laptop
3500710,Electronics (ID 3500710),electronics-3500710,"Auto-generated category Electronics (ID 3500710): Consumer electronics, gadgets, and devices.",laptop
3579754,Cosmetics (ID 3579754),cosmetics-3579754,"Auto-generated category Cosmetics (ID 3579754): Beauty, skin care, and makeup products.",spa
3598912,Books (ID 3598912),books-3598912,"Auto-generated category Books (ID 3598912): Printed books, novels, and textbooks.",book
3604509,Jewelry & Accessories (ID 3604509),jewelry-accessories-3604509,"Auto-generated category Jewelry & Accessories (ID 3604509): Jewelry, gems, watches, and tags.",gem
3607361,Clothing (ID 3607361),clothing-3607361,"Auto-generated category Clothing (ID 3607361): Apparel, garments, and fashion accessories.",shirt
3621778,Shoes (ID 3621778),shoes-3621778,"Auto-generated category Shoes (ID 3621778): Footwear for men, women and kids.",shoe-prints
3624696,Toys & Games (ID 3624696),toys-games-3624696,"Auto-generated category Toys & Games (ID 3624696): Toys, puzzles, and kids board games.",puzzle-piece
3645362,Books (ID 3645362),books-3645362,"Auto-generated category Books (ID 3645362): Printed books, novels, and textbooks.",book
3654707,Sports Equipment (ID 3654707),sports-equipment-3654707,"Auto-generated category Sports Equipment (ID 3654707): Fitness gears, activewear, and gym equipments.",dumbbell
3664107,Sports Equipment (ID 3664107),sports-equipment-3664107,"Auto-generated category Sports Equipment (ID 3664107): Fitness gears, activewear, and gym equipments.",dumbbell
3673049,Jewelry & Accessories (ID 3673049),jewelry-accessories-3673049,"Auto-generated category Jewelry & Accessories (ID 3673049): Jewelry, gems, watches, and tags.",gem
3674154,Cosmetics (ID 3674154),cosmetics-3674154,"Auto-generated category Cosmetics (ID 3674154): Beauty, skin care, and makeup products.",spa
3720767,Sports Equipment (ID 3720767),sports-equipment-3720767,"Auto-generated category Sports Equipment (ID 3720767): Fitness gears, activewear, and gym equipments.",dumbbell
3738615,Food & Groceries (ID 3738615),food-groceries-3738615,"Auto-generated category Food & Groceries (ID 3738615): Groceries, organic food, and snacks.",utensils
3740459,Jewelry & Accessories (ID 3740459),jewelry-accessories-3740459,"Auto-generated category Jewelry & Accessories (ID 3740459): Jewelry, gems, watches, and tags.",gem
3747017,Sports Equipment (ID 3747017),sports-equipment-3747017,"Auto-generated category Sports Equipment (ID 3747017): Fitness gears, activewear, and gym equipments.",dumbbell
3755957,Sports Equipment (ID 3755957),sports-equipment-3755957,"Auto-generated category Sports Equipment (ID 3755957): Fitness gears, activewear, and gym equipments.",dumbbell
3779369,Jewelry & Accessories (ID 3779369),jewelry-accessories-3779369,"Auto-generated category Jewelry & Accessories (ID 3779369): Jewelry, gems, watches, and tags.",gem
3794706,Toys & Games (ID 3794706),toys-games-3794706,"Auto-generated category Toys & Games (ID 3794706): Toys, puzzles, and kids board games.",puzzle-piece
3795340,Electronics (ID 3795340),electronics-3795340,"Auto-generated category Electronics (ID 3795340): Consumer electronics, gadgets, and devices.",laptop
3796207,Sports Equipment (ID 3796207),sports-equipment-3796207,"Auto-generated category Sports Equipment (ID 3796207): Fitness gears, activewear, and gym equipments.",dumbbell
3844144,Cosmetics (ID 3844144),cosmetics-3844144,"Auto-generated category Cosmetics (ID 3844144): Beauty, skin care, and makeup products.",spa
3849096,Toys & Games (ID 3849096),toys-games-3849096,"Auto-generated category Toys & Games (ID 3849096): Toys, puzzles, and kids board games.",puzzle-piece
3865465,Food & Groceries (ID 3865465),food-groceries-3865465,"Auto-generated category Food & Groceries (ID 3865465): Groceries, organic food, and snacks.",utensils
3876855,Food & Groceries (ID 3876855),food-groceries-3876855,"Auto-generated category Food & Groceries (ID 3876855): Groceries, organic food, and snacks.",utensils
3880463,Furniture (ID 3880463),furniture-3880463,Auto-generated category Furniture (ID 3880463): Home and office furniture items.,chair
3898483,Furniture (ID 3898483),furniture-3898483,Auto-generated category Furniture (ID 3898483): Home and office furniture items.,chair
3917972,Books (ID 3917972),books-3917972,"Auto-generated category Books (ID 3917972): Printed books, novels, and textbooks.",book
3947630,Electronics (ID 3947630),electronics-3947630,"Auto-generated category Electronics (ID 3947630): Consumer electronics, gadgets, and devices.",laptop
3962843,Furniture (ID 3962843),furniture-3962843,Auto-generated category Furniture (ID 3962843): Home and office furniture items.,chair
3975787,Sports Equipment (ID 3975787),sports-equipment-3975787,"Auto-generated category Sports Equipment (ID 3975787): Fitness gears, activewear, and gym equipments.",dumbbell
3999977,Sports Equipment (ID 3999977),sports-equipment-3999977,"Auto-generated category Sports Equipment (ID 3999977): Fitness gears, activewear, and gym equipments.",dumbbell
4022701,Clothing (ID 4022701),clothing-4022701,"Auto-generated category Clothing (ID 4022701): Apparel, garments, and fashion accessories.",shirt
4042890,Electronics (ID 4042890),electronics-4042890,"Auto-generated category Electronics (ID 4042890): Consumer electronics, gadgets, and devices.",laptop
4048584,Cosmetics (ID 4048584),cosmetics-4048584,"Auto-generated category Cosmetics (ID 4048584): Beauty, skin care, and makeup products.",spa
4069500,Electronics (ID 4069500),electronics-4069500,"Auto-generated category Electronics (ID 4069500): Consumer electronics, gadgets, and devices.",laptop
4082778,Shoes (ID 4082778),shoes-4082778,"Auto-generated category Shoes (ID 4082778): Footwear for men, women and kids.",shoe-prints
4130426,Toys & Games (ID 4130426),toys-games-4130426,"Auto-generated category Toys & Games (ID 4130426): Toys, puzzles, and kids board games.",puzzle-piece
4138583,Furniture (ID 4138583),furniture-4138583,Auto-generated category Furniture (ID 4138583): Home and office furniture items.,chair
4145813,Furniture (ID 4145813),furniture-4145813,Auto-generated category Furniture (ID 4145813): Home and office furniture items.,chair
4170419,Jewelry & Accessories (ID 4170419),jewelry-accessories-4170419,"Auto-generated category Jewelry & Accessories (ID 4170419): Jewelry, gems, watches, and tags.",gem
4173315,Food & Groceries (ID 4173315),food-groceries-4173315,"Auto-generated category Food & Groceries (ID 4173315): Groceries, organic food, and snacks.",utensils
4181361,Clothing (ID 4181361),clothing-4181361,"Auto-generated category Clothing (ID 4181361): Apparel, garments, and fashion accessories.",shirt
4211233,Furniture (ID 4211233),furniture-4211233,Auto-generated category Furniture (ID 4211233): Home and office furniture items.,chair
4217906,Toys & Games (ID 4217906),toys-games-4217906,"Auto-generated category Toys & Games (ID 4217906): Toys, puzzles, and kids board games.",puzzle-piece
4223012,Books (ID 4223012),books-4223012,"Auto-generated category Books (ID 4223012): Printed books, novels, and textbooks.",book
4239903,Furniture (ID 4239903),furniture-4239903,Auto-generated category Furniture (ID 4239903): Home and office furniture items.,chair
4242717,Sports Equipment (ID 4242717),sports-equipment-4242717,"Auto-generated category Sports Equipment (ID 4242717): Fitness gears, activewear, and gym equipments.",dumbbell
4244487,Sports Equipment (ID 4244487),sports-equipment-4244487,"Auto-generated category Sports Equipment (ID 4244487): Fitness gears, activewear, and gym equipments.",dumbbell
4254099,Jewelry & Accessories (ID 4254099),jewelry-accessories-4254099,"Auto-generated category Jewelry & Accessories (ID 4254099): Jewelry, gems, watches, and tags.",gem
4267003,Furniture (ID 4267003),furniture-4267003,Auto-generated category Furniture (ID 4267003): Home and office furniture items.,chair
4294583,Furniture (ID 4294583),furniture-4294583,Auto-generated category Furniture (ID 4294583): Home and office furniture items.,chair
4310023,Furniture (ID 4310023),furniture-4310023,Auto-generated category Furniture (ID 4310023): Home and office furniture items.,chair
4321796,Toys & Games (ID 4321796),toys-games-4321796,"Auto-generated category Toys & Games (ID 4321796): Toys, puzzles, and kids board games.",puzzle-piece
4331400,Electronics (ID 4331400),electronics-4331400,"Auto-generated category Electronics (ID 4331400): Consumer electronics, gadgets, and devices.",laptop
4338287,Sports Equipment (ID 4338287),sports-equipment-4338287,"Auto-generated category Sports Equipment (ID 4338287): Fitness gears, activewear, and gym equipments.",dumbbell
4339722,Books (ID 4339722),books-4339722,"Auto-generated category Books (ID 4339722): Printed books, novels, and textbooks.",book
4357323,Furniture (ID 4357323),furniture-4357323,Auto-generated category Furniture (ID 4357323): Home and office furniture items.,chair
4387956,Toys & Games (ID 4387956),toys-games-4387956,"Auto-generated category Toys & Games (ID 4387956): Toys, puzzles, and kids board games.",puzzle-piece
4464320,Electronics (ID 4464320),electronics-4464320,"Auto-generated category Electronics (ID 4464320): Consumer electronics, gadgets, and devices.",laptop
4476428,Shoes (ID 4476428),shoes-4476428,"Auto-generated category Shoes (ID 4476428): Footwear for men, women and kids.",shoe-prints
4558987,Sports Equipment (ID 4558987),sports-equipment-4558987,"Auto-generated category Sports Equipment (ID 4558987): Fitness gears, activewear, and gym equipments.",dumbbell
4563628,Shoes (ID 4563628),shoes-4563628,"Auto-generated category Shoes (ID 4563628): Footwear for men, women and kids.",shoe-prints
4581579,Jewelry & Accessories (ID 4581579),jewelry-accessories-4581579,"Auto-generated category Jewelry & Accessories (ID 4581579): Jewelry, gems, watches, and tags.",gem
4583654,Cosmetics (ID 4583654),cosmetics-4583654,"Auto-generated category Cosmetics (ID 4583654): Beauty, skin care, and makeup products.",spa
4589142,Books (ID 4589142),books-4589142,"Auto-generated category Books (ID 4589142): Printed books, novels, and textbooks.",book
4595718,Shoes (ID 4595718),shoes-4595718,"Auto-generated category Shoes (ID 4595718): Footwear for men, women and kids.",shoe-prints
4601757,Sports Equipment (ID 4601757),sports-equipment-4601757,"Auto-generated category Sports Equipment (ID 4601757): Fitness gears, activewear, and gym equipments.",dumbbell
4602841,Clothing (ID 4602841),clothing-4602841,"Auto-generated category Clothing (ID 4602841): Apparel, garments, and fashion accessories.",shirt
4606718,Shoes (ID 4606718),shoes-4606718,"Auto-generated category Shoes (ID 4606718): Footwear for men, women and kids.",shoe-prints
4632044,Cosmetics (ID 4632044),cosmetics-4632044,"Auto-generated category Cosmetics (ID 4632044): Beauty, skin care, and makeup products.",spa
4643350,Electronics (ID 4643350),electronics-4643350,"Auto-generated category Electronics (ID 4643350): Consumer electronics, gadgets, and devices.",laptop
4662072,Books (ID 4662072),books-4662072,"Auto-generated category Books (ID 4662072): Printed books, novels, and textbooks.",book
4672807,Sports Equipment (ID 4672807),sports-equipment-4672807,"Auto-generated category Sports Equipment (ID 4672807): Fitness gears, activewear, and gym equipments.",dumbbell
4684862,Books (ID 4684862),books-4684862,"Auto-generated category Books (ID 4684862): Printed books, novels, and textbooks.",book
4690421,Clothing (ID 4690421),clothing-4690421,"Auto-generated category Clothing (ID 4690421): Apparel, garments, and fashion accessories.",shirt
4696539,Jewelry & Accessories (ID 4696539),jewelry-accessories-4696539,"Auto-generated category Jewelry & Accessories (ID 4696539): Jewelry, gems, watches, and tags.",gem
4700878,Shoes (ID 4700878),shoes-4700878,"Auto-generated category Shoes (ID 4700878): Footwear for men, women and kids.",shoe-prints
4708262,Books (ID 4708262),books-4708262,"Auto-generated category Books (ID 4708262): Printed books, novels, and textbooks.",book
4719814,Cosmetics (ID 4719814),cosmetics-4719814,"Auto-generated category Cosmetics (ID 4719814): Beauty, skin care, and makeup products.",spa
4731191,Clothing (ID 4731191),clothing-4731191,"Auto-generated category Clothing (ID 4731191): Apparel, garments, and fashion accessories.",shirt
4736710,Electronics (ID 4736710),electronics-4736710,"Auto-generated category Electronics (ID 4736710): Consumer electronics, gadgets, and devices.",laptop
4756105,Food & Groceries (ID 4756105),food-groceries-4756105,"Auto-generated category Food & Groceries (ID 4756105): Groceries, organic food, and snacks.",utensils
4764977,Sports Equipment (ID 4764977),sports-equipment-4764977,"Auto-generated category Sports Equipment (ID 4764977): Fitness gears, activewear, and gym equipments.",dumbbell
4767457,Sports Equipment (ID 4767457),sports-equipment-4767457,"Auto-generated category Sports Equipment (ID 4767457): Fitness gears, activewear, and gym equipments.",dumbbell
4793839,Jewelry & Accessories (ID 4793839),jewelry-accessories-4793839,"Auto-generated category Jewelry & Accessories (ID 4793839): Jewelry, gems, watches, and tags.",gem
4801426,Toys & Games (ID 4801426),toys-games-4801426,"Auto-generated category Toys & Games (ID 4801426): Toys, puzzles, and kids board games.",puzzle-piece
4818107,Sports Equipment (ID 4818107),sports-equipment-4818107,"Auto-generated category Sports Equipment (ID 4818107): Fitness gears, activewear, and gym equipments.",dumbbell
4834913,Furniture (ID 4834913),furniture-4834913,Auto-generated category Furniture (ID 4834913): Home and office furniture items.,chair
4868797,Sports Equipment (ID 4868797),sports-equipment-4868797,"Auto-generated category Sports Equipment (ID 4868797): Fitness gears, activewear, and gym equipments.",dumbbell
4874492,Books (ID 4874492),books-4874492,"Auto-generated category Books (ID 4874492): Printed books, novels, and textbooks.",book
4882154,Cosmetics (ID 4882154),cosmetics-4882154,"Auto-generated category Cosmetics (ID 4882154): Beauty, skin care, and makeup products.",spa
4889820,Electronics (ID 4889820),electronics-4889820,"Auto-generated category Electronics (ID 4889820): Consumer electronics, gadgets, and devices.",laptop
4918438,Shoes (ID 4918438),shoes-4918438,"Auto-generated category Shoes (ID 4918438): Footwear for men, women and kids.",shoe-prints
4956748,Shoes (ID 4956748),shoes-4956748,"Auto-generated category Shoes (ID 4956748): Footwear for men, women and kids.",shoe-prints
4969568,Shoes (ID 4969568),shoes-4969568,"Auto-generated category Shoes (ID 4969568): Footwear for men, women and kids.",shoe-prints
4980533,Furniture (ID 4980533),furniture-4980533,Auto-generated category Furniture (ID 4980533): Home and office furniture items.,chair
4989816,Toys & Games (ID 4989816),toys-games-4989816,"Auto-generated category Toys & Games (ID 4989816): Toys, puzzles, and kids board games.",puzzle-piece
5012555,Food & Groceries (ID 5012555),food-groceries-5012555,"Auto-generated category Food & Groceries (ID 5012555): Groceries, organic food, and snacks.",utensils
5071267,Sports Equipment (ID 5071267),sports-equipment-5071267,"Auto-generated category Sports Equipment (ID 5071267): Fitness gears, activewear, and gym equipments.",dumbbell
5101104,Cosmetics (ID 5101104),cosmetics-5101104,"Auto-generated category Cosmetics (ID 5101104): Beauty, skin care, and makeup products.",spa
5144469,Jewelry & Accessories (ID 5144469),jewelry-accessories-5144469,"Auto-generated category Jewelry & Accessories (ID 5144469): Jewelry, gems, watches, and tags.",gem
